id,original_txt,wrong_ids,correct_txt
4748,,,"（3）截至2008年末，陕西玛钢厂欠缴汉中监狱劳动补偿费505,266.80元（其中：2006年221,758元、2007年367,107.2元、2008年-83,598.4元）。"
4749,,,"（1）2006至2008年，崔家沟监狱将崔家沟煤矿缴纳的罪犯劳动补偿费在暂存款中核算，造成少计收入17,513,955元。"
4750,,,"（2）2006至2007年，女子监狱将秦星服装厂缴纳的罪犯劳动补偿费在暂存款中核算，造成少计收入646,811.16元，少计支出635,672.74元。"
4751,,,"（1） 省残联往来款长期挂账3,539,000元。"
4752,,,"（2）下属单位往来款长期挂账928,006.63元。"
4753,,,"2．多记固定资产97,335.16元。"
4754,,,"（1）省城市经济学校违规向个人集资2,530,200元。"
4755,,,（2）省博爱医院违规集资1295.4万元。
4756,,,"（1）省康复教育研究中心未缴税费612,900.80元。"
4757,,,1. 少征缴水土保持补偿费114.04万元。
4758,,,2. 少解缴污水处理费 74.35万元。
4759,,,（1）2018年，安康市发改委、农业局下达县发改局、农科局“农业环境突出问题治理项目”中央预算内资金3000万元，投资计划明确开工年份为2018年，建成年份为2019年。
4760,,,审计发现，省机械技工学校记账凭证填写不规范，未按照制度规定执行制单、审核、出纳、记账等人员签章程序。
4761,,,1. 低价出租公司物业。
4762,,,2. 以自有商铺与西凤酒股份有限公司合作经营，利润少于商铺出租。
4763,,,未书面报经主管部门同意，在其他企业兼职。
4764,,,"2. 违规批准预算单位零余额账户向非零余额账户转账14,566.09万元。"
4765,,,3. 货币化补贴资金累计结余仍较大。
4766,,,4. 预算编制不完整。
4767,,,1. 建设项目超概算800.83万元。
4768,,,（1）2019年12月，北京办将24000M2综合楼（北京长安白云大酒店）资产经营权出租公开招标，陕西阳光企业集团有限责任公司中标，年租金283万元。
4769,,,3. 监事会以值班名义发放补贴6.05万元。
4770,,,4. 违规列支花卉租赁费4.42万元，其中省国资委4.19万元，监事会0.23万元。
4771,,,5. 违规在项目经费中列支人员工资4.02万元，剩余95.98万元未使用。
4772,,,6. 未收取职工工会会费7.04万元。
4773,,,往来款挂账未及时清理，涉及金额2.79万元。
4774,,,1. 国有资本投资、运营公司改革试点工作不到位。
4775,,,（2）2017年12月，陕西省建筑房地产开发公司未经集团审批，无依据自行核销债权88.93万元。
4776,,,"（2）2011年，《三秦都市报》广告实物置换时，置换双方未开具发票，涉及金额268.92万元，应补缴营业税134,462.3元、城市维护建设税及教育费附加13,446.23元。"
4777,,,1. 政府采购预算执行慢、结余大。
4778,,,2. 个别单位长期空编。
4779,,,"5．2013年3月蒲城清洁能源公司按照蒲城县载能工业小区前期工作组（园区管委会前身）的委托证明将生产区围墙、厂前区围墙工程质保金75,353元通过转账方式退还给园区管委会经办人个人账户，并书面答复已将该笔质保金以现金形式支付给分包单位。"
4780,,,"6．2010年7月12日，蒲城县国土资源局以非法占地对蒲城清洁能源公司发出《土地行政处罚决定书》（蒲国土资执发〔2010〕19号），决定没收在非法占地上新建的建筑物和其他设施；并处以罚款804,000元。"
4781,,,7．渭北煤化工业园管委会不具备承包和施工资质，却承揽了蒲城清洁能源公司打井工程及零星工程。
4782,,,略阳县发改局批复略阳县人民医院门诊综合楼概算总投资1142万元，截止2013年9月底建设资金实际到位1046万元，还有96万元未到位。
4783,,,略阳县人民医院门诊综合楼项目设计单位未按规定进行招标，设计费合同价9.8万元。
4784,,,略阳县人民医院门诊综合楼项目设计单位未按规定进行招标，设计费合同价9.8万元。
4785,,,"略阳县财政局委托陕西省工程监理有限责任公司对略阳县人民医院门诊综合楼最高限价进行了财政评审，并直接在略阳县人民医院门诊综合楼项目中列支评审费用21,094.55元。"
4786,,,"略阳县财政局委托陕西省工程监理有限责任公司对略阳县人民医院门诊综合楼最高限价进行了财政评审，并直接在略阳县人民医院门诊综合楼项目中列支评审费用21,094.55元。"
4787,,,"2. 将职工登山费用、羽毛球、乒乓球比赛活动等应在工会经费中列支费用38,368元计入办公费、会议费、招待费等科目。"
4788,,,省交投集团负责沿黄公路（S201）合阳洽川服务区、宜川壶口服务区、府谷墙头驿站等3个项目建设，估算总投资4.7亿元。
4789,,,省交通厅设置实户账核算管理历年中央车购税补助和省级燃油税返还及交通建设专项滚存资金。
4790,,,"2012年12月由王剑经手预付陕西宾馆会议费467,381元，实际发生费用220,864元，多付会议费246,517元，2016年和2017年冲减了省交通厅在陕西宾馆的零星支出21,174元，剩余225,343元，截至2020年12月底未收回，挂账时间长达8年。"
4791,,,"2012年12月由王剑经手预付陕西宾馆会议费467,381元，实际发生费用220,864元，多付会议费246,517元，2016年和2017年冲减了省交通厅在陕西宾馆的零星支出21,174元，剩余225,343元，截至2020年12月底未收回，挂账时间长达8年。"
4792,,,4. 无依据支付工程预付款和安全文明施工措施费4608万元。
4793,,,2009年，宝鸡市陈仓区天王高级中学与陕西凯达项目管理有限公司分别签订教学图书楼、教职工宿办楼《招标代理合同》，合同金额为标底总价的3‰。
4794,,,（1）室内装修装饰工程未按规定进行公开招投标，涉及合同金额696.65万元。
4795,,,（2）强弱电改造及机房装修工程未按规定进行公开招投标，涉及合同金额62.28万元。
4796,,,2. 电子设备采购招投标管理不规范，涉及合同金额843.79万元。
4797,,,3. 办理借新还旧类关联担保贷款合计470万元。
4798,,,1.未按省国资委规定压缩企业管理层级。
4799,,,2.未完成资产负债约束计划。
4800,,,（2）西安石油大学宾馆大楼属学校资产，自1986年对外运营以来，未向学校支付资产使用费，也未与学校签订有关经营合同，未上缴利润分成或任务款。
4801,,,（2）临空经济区丁家营村垃圾集中点，垃圾随意倾倒在垃圾房门前的道路两侧，现场臭气熏天，蝇虫乱飞。
4802,,,（2）水利（水务）、生态环境行政主管部门对县城水源地保护区监管不到位。
4803,,,（3）镇安县矿山企业采矿许可及开采行为管理不规范。
4804,,,（4）2017年培训费项下列支服装费、肩章费6.7万元。
4805,,,4. 内审机制不健全。
4806,,,（1）2019年，省教科院将省教育厅安排的陕西省第十一批特级教师高级研修班，未经政府采购交由上海铭思教育培训有限公司承办。
4807,,,（2）2019年，培训中心委托知子花教育科技有限公司、陕西延德教育科技有限公司等培训机构负责省教育厅安排的高考危机干预等4个省级培训项目，无委托培训机构资质证明、无委托协议，涉及金额203.13万元。
4808,,,1. 项目支出预算编制未细化。
4809,,,3. 部分清退房款另行开设个人账户进行理财。
4810,,,（1）直接列支省侨联机关部分费用。
4811,,,（2）临时垫付省侨联机关周转经费。
4812,,,（3）对外借款逾期收回。
4813,,,3. 高速集团机关及部分下属单位工会少收取个人部分2019年度工会会费28.57万元。
4814,,,4. 高速集团下属子公司与工会之间随意调拨资金，涉及金额90万元。
4815,,,3. 未按规定进行政府采购432.94万元。
4816,,,4. 超范围使用济困助学金79.5万元。
4817,,,2．2013年，中省下达略阳县寄宿制学校公用经费（提标部分）113万元，按要求汉中市应落实配套补助资金56.5万元，截止审计日，配套资金尚未落实。
4818,,,3. 2013年，中省下达略阳县农村义务教育阶段家庭经济困难寄宿生生活费补助资金175万元，按要求汉中市应落实配套补助资金87.5万元，截止审计日，配套资金尚未落实。
4819,,,1. 部分监理人员不具备任职相应资质或不符合合同要求条件。
4820,,,2. 监理单位更换部分监理，城际公司未按合同约定处罚，涉及金额280万元。
4821,,,3. 监理单位未按合同约定人数派驻进场监理人员，城际公司未扣除监理费用、造成多支付监理费105.56万元。
4822,,,"（1）经对送审的单项工程进行审计，因未按招标文件和合同约定的工程价款结算方式结算和多计工程量以及定额子目套用不合理等原因，多计工程造价56,728,431.21元。"
4823,,,"（2）清理运送换建项目南侧红线外土方3,118,211.80元。"
4824,,,"3. 原省国防科工办机关挤占专项资金74,825.5元。"
4825,,,1. 账外资产未入账。
4826,,,2．资产不实、部分资产未纳入合并报表体系反映。
4827,,,（1）“档案数字证书及签名管理与支持系统项目”于2013年6月立项。
4828,,,（2）新馆附属工程建设项目，合同金额461.05万元，约定竣工日期为2015年12月23日，直至2016年7月1日办理竣工移交手续，工期拖延6个月。
4829,,,4. 济困助学金535.56万元未及时发放。
4830,,,5．未严格执行政府采购制度，涉及金额13.73万元。
4831,,,1. 教学大楼装修项目超概算447.24万元。
4832,,,"（1）违规收取高职学生补考、清考费129,300元，存放在个人名下。"
4833,,,5. 对违规问题整改不到位。
4834,,,2．稽查报告未能完整反映稽查发现的问题。
4835,,,1．将应列暂付款的经费拨款在建安投资中核算1200万元。
4836,,,2．服务项目和资产购置945.22万元未经政府采购。
4837,,,1.2007年，610办在机关经费中，以购物卡形式发放服装费3.30万元。
4838,,,（1）未按规定设置账簿、编制记账凭证和会计报表。
4839,,,（2）票据管理不规范。
4840,,,1. 公务用车管理制度执行不严。
4841,,,2．支管廊工程报废75.62米，增加建设投资187.45万元。
4842,,,3. 开工报告和竣工验收资料内容不完整。
4843,,,"（3） 该项目报销车辆维修费25笔，金额87,591.55元，起止时间为2013年1月至2017年12月；车辆保养费5笔，金额7980元，起止时间为2015年5月至2017年8月。"
4844,,,"（4）车辆保险费报销7笔，金额29,359.54元，起止时间为2012年12月至2017年9月。"
4845,,,（3）咨询公司借用资质继续承揽设计审查业务，涉及金额7095万元。
4846,,,（4）咨询公司股权归属尚未明确。
4847,,,"2．先施工后发中标通知书，且超出法定时间签订合同，涉及合同金额16,644.54万元。"
4848,,,"4．路基工程H-C21标段未按规定交纳投标担保金，涉及合同金额26,672.99万元。"
4849,,,"（1）2014年至2018年，科技中心用预缴话费票据报销移动电话、公司固定电话及网络宽带费合计28,647元；2015年报销办公费2,120元、2017年报办公室网络费500元，发票均不合规。"
4850,,,"（2）2015年至2018年，民爆公司使用预缴话费票据报销电话费16,485元。"
4851,,,5. 无发票报销费用22.22万元。
4852,,,（2）已完工程未及时决算。
4853,,,（2）2018年，金河戒毒所生卫科负责小卖部经营管理，收入142.55万元，支出130.04万元，未纳入单位财务统一管理。
4854,,,3. 未使用公务卡结算接待费。
4855,,,4.戒毒人员号舍长期未办理竣工决算。
4856,,,5. 违规垫付家属院钢门费用24.31万元。
4857,,,1. 移交资产未做账务处理。
4858,,,（1）省戒毒局机关三年以上往来款项749.11万元长期挂账未及时清理，其中其他应收款403.39万元，其他应付款345.72万元。
4859,,,3. 县林业局未按要求编制旬阳县湿地保护规划，未开展湿地资源调查，建立湿地资源监测体系和湿地资源档案。
4860,,,4. 县水利局督促检查不力，导致陕西金力源实业（集团）有限公司开发的丽都家园项目自2007年取得建设用地规划许可，分年度、分批次建设至今，未编制水土保持方案、未缴纳水土保持补偿费。
4861,,,5. 县水利局未及时征收部分建设单位水土保持补偿费，合计6.622万元。
4862,,,6. 县水利局违规向旬阳县水务集团有限责任公司发放河道采砂许可证。
4863,,,7. 县水利局行政执法不严。
4864,,,2. 取水许可证管理不严格。
4865,,,（2）省公安厅2010至2012年收取下属10户企业管理费共计1002万元（其中：2010年352万元、2011年195万元、2012年455万元），存入特费账户，未执行“收支两条线”制度。
4866,,,"泾洋镇高桥小学、长岭初级中学、观音初级中学等学校，2012年“营养计划”专项资金和农村家庭经济困难寄宿生生活补助费共计551,224.21元虚列支出，列入其他应付款。"
4867,,,1. 中铁十七局工程指挥部未按合同约定提交履约保函和安全保证金。
4868,,,招标文件规定，甲控材料必须在项目法人公司主持下通过招标采购，但城际公司与中铁十七局签订的《合同》专用条款约定：甲控材料由承包人在发包人与承包人共同提供的合格供应商名录中招标选择供货单位签订供货合同。
4869,,,招标文件规定，甲控材料必须在项目法人公司主持下通过招标采购，但城际公司与中铁十七局签订的《合同》专用条款约定：甲控材料由承包人在发包人与承包人共同提供的合格供应商名录中招标选择供货单位签订供货合同。
4870,,,1. 勘察单位未按时提交勘察报告，未追究违约责任。
4871,,,"3．违规收费32,643,839.59元。"
4872,,,（2）宝鸡市田奔农业发展有限公司污染综合治理项目于2013年末获得省级财政专项补助资金9万元， 2014年以后该公司处于停产状态，项目一直未运行，造成财政资金浪费。
4873,,,1. 违规与无劳务派遣资质的公司合作并签订协议。
4874,,,3．未发放家庭经济困难学生专项补助54.38万元。
4875,,,我们审查了本期内报送给德国复兴银行的土建包第1次、教育包第1次、教育包第2次提款申请书及所附资料。
4876,,,（1）部分项目存在边设计、边施工、边办理手续，未严格遵照基本建设程序。
4877,,,（1）核销423.8万元贷款程序不规范。
4878,,,"（2）为降低不良贷款率，弄虚作假将13,449.17万元贷款通过打包处置转到表外。"
4879,,,2. 车辆费用报销不及时。
4880,,,"1．青兰管理处在项目建设过程中以开展劳动竞赛名义，用代扣税金返还的手续费给在编管理人员发放大干奖1,369,389.58元。"
4881,,,"2. 2013年9月在境外文化交流、海外联谊经费支出中支付戴南海古籍鉴定、撰写书评劳务费62,100元，未代扣代缴个人所得税12,420元。"
4882,,,"3. 2013年至2015年，在经费支出中列支书画家笔会润格费等共计 486,000元（含讲课费3000元），未代扣代缴个人所得税97,200元。"
4883,,,4. 2015年8月项目支出中支古籍资料整理、书画收藏5部劳务费9000元。
4884,,,未执行“收支两条线”管理制度。
4885,,,"2013年3月,在经费支出/项目支出/商品和服务支出/福利费列支三八妇女节过节费5,000元（25人，每人200元）、2013年元旦过节费106,000元（53人，每人2000元）、2013年2月、3月发放参事馆员47人春节慰问费23,500元（每人500元）。"
4886,,,"2013年3月,在经费支出/项目支出/商品和服务支出/福利费列支三八妇女节过节费5,000元（25人，每人200元）、2013年元旦过节费106,000元（53人，每人2000元）、2013年2月、3月发放参事馆员47人春节慰问费23,500元（每人500元）。"
4887,,,5. 会议费支出管理不规范。
4888,,,2. 工业展览公司私设“小金库”。
4889,,,"3. 工业展览馆坐支房租收入265,000元。"
4890,,,4. 工业展览馆国有资产存在损失风险。
4891,,,李三原同志任期内，省审计厅对省林业厅开展了省林业厅2016年度预算执行及其他财政收支情况审计和林业棚户区改造工程跟踪审计，并出具了审计报告（陕审农林报〔2017〕214号、陕审农林报〔2017〕7号、陕审农林报〔2018〕11号），反映各类问题共计50个。
4892,,,我厅在对省林业厅2016年度预算执行及其他财政收支情况审计时，发现省林业厅下属省林业调查规划院存在未经审批、注资成立企业并违规经营等涉嫌严重违纪问题。
4893,,,2. 单位和职工自筹资金2207.88万元未到位。
4894,,,1. 1个项目未批先建，涉及资金920.39万元。
4895,,,（1）2011年，省宁西林业局承担了新建棚户区500套的任务，由于征地拆迁困难，截至2017年2月，该项目尚未开工建设，超过计划时间3年以上。
4896,,,（2）由于冬季施工困难等原因，截至2017年2月，省汉西林业局、省宁西林业局、陕西长青国家级自然保护区管理局承担的2016年度棚户区改造配套基础设施建设项目未开工建设，超过计划时间3个月。
4897,,,（1）省博爱医院虚列支出327.68万元。
4898,,,（2）省城市经济学校虚列支出46.24万元。
4899,,,省委高教工委2014年至2015年，单笔1000元以上大额现金支出22笔，计11.25万元；转移零余额账户资金到单位银行账户11.15万元；陕西教育干部培训中心2014年至2015年大额现金支付24笔，金额7.52万元。
4900,,,"2014年度，省高教工委未执行公车定点维修规定，在省财政厅核定的“2014-2015年度陕西省省级单位公务用车定点维修服务采购项目”以外的两家单位维修车辆，发生维修支出57,115元。"
4901,,,"2014年度，省高教工委未执行公车定点维修规定，在省财政厅核定的“2014-2015年度陕西省省级单位公务用车定点维修服务采购项目”以外的两家单位维修车辆，发生维修支出57,115元。"
4902,,,"2015年，陕西教育报刊社报废资产340,772.86元，未按规定向税务机关进行税前资产损失申报，直接税前扣除，造成少计少交企业所得税85,193.2元。"
4903,,,"2015年，陕西教育报刊社报废资产340,772.86元，未按规定向税务机关进行税前资产损失申报，直接税前扣除，造成少计少交企业所得税85,193.2元。"
4904,,,2014年至2015年度，陕西教育报刊社在管理费、营业费中发放编排费、评审费、误餐费补助、加班费等分别为20.89万元和22.47万元，未按规定计入工资总额，不符合《关于工资总额组成的规定》（1990年1月1日国家统计局令第1号）第四条 “工资总额由下列六个部分组成：（三）奖金；（四）津贴和补贴；（五）加班加点工资”的规定。
4905,,,"截至2014年末，机械学校淘汰和待报废固定资产价值1,038,644.94元，未按制度规定及时履行资产处置报批手续。"
4906,,,"自2006年至2011年6月，陕职院教务处在账外核算向学生收取大学英语A/B级考试费、专升本考试费、毕业证工本费、毕业生信息采集费等各项收入521,233元，用于考试支出及发放加班费等支出454,946.8元，结余66,286.2元，其中：审计现场盘点现金14,019元，其余52,267.20元存于经手人骆鹏的个人储蓄存折。"
4907,,,"自2006年至2010年5月，陕职院与“陕西联创科技有限公司”（2006年为广东博源科技发展有限公司西安分公司，但签字人均为张苏华）分年度签订了新生校服《订货合同》，共购新生校服（含鞋子）13,906套，分年度每套单价为90—101元不等，截至2011年5月，学院按合同价款已全部付清，累计支付校服款1,330,810元。"
4908,,,"自2006年至2010年5月，陕职院与“陕西联创科技有限公司”（2006年为广东博源科技发展有限公司西安分公司，但签字人均为张苏华）分年度签订了新生校服《订货合同》，共购新生校服（含鞋子）13,906套，分年度每套单价为90—101元不等，截至2011年5月，学院按合同价款已全部付清，累计支付校服款1,330,810元。"
4909,,,（1）2017年2月，省民政厅要求撤销省委老干局、金秋杂志社注册登记成立的民办非企业单位金秋服务中心，金秋服务中心在未进行清产核资的情况下，将金秋基地家具、用品等资产移交给商州区杨斜镇黄柏岔村委会，未反映基地新建房屋（工程造价63.9万元）等资产处置情况。
4910,,,（2）2013年2月，金秋服务中心投资20万元成立三亚办事处。
4911,,,3. 原省老干部活动中心所属企业吊销营业执照后未进行清算，未及时注销。
4912,,,"（2）2015年，公务接待费无接待函和接待清单的支出9笔，金额15,998.99元；支付工作加班餐费的1笔，金额3611元；现金支付的有4笔，金额3237.99元。"
4913,,,"本次审计，对送审的13,201,570元新增基本建设支出进行审核，发现存在以下问题。"
4914,,,（1）长期占用信息化网络设施建设资金800万元。
4915,,,（2）长期占用文史资料库建设资金90万元。
4916,,,2．陕西省实业发展集团有限公司代付省政协换建项目工程款5000万元，省政协办公厅未在账面反映。
4917,,,"3. 往来款项长期挂账，存在损失风险4,024,045.38元。"
4918,,,4. 关联方无偿占用国有资产。
4919,,,"1. 少计投资收益1,663,152.22元。"
4920,,,"2. 多负担资金利息8,458,679.95元。"
4921,,,2. 未及时征收各项税费144.15万元。
4922,,,（1）现场检查时间超过规定60天时限。
4923,,,（2）审理意见超15日的规定时限。
4924,,,1. 县秦岭办专职副主任一职无专人担任，工作力量薄弱。
4925,,,2. 县林业局未按要求建立秦岭野生动植物及栖息地、保护地档案；未监视、监测环境对秦岭野生动植物的影响。
4926,,,（3）莲花集团下属洗涤公司位于汉江甲醇燃料加注站内，燃煤锅炉已改为燃气锅炉，洗涤废水通过锅炉房后边的水渠直排，废水排放口有一处垃圾露天堆放，该企业未办理排污许可证。
4927,,,（4）罗家营村二组80多户居民生活污水虽已接入城市管网，但居民房后发现有一处白色管道破损，管道里有污水及固体废物，并伴有明显臭味。
4928,,,（5）辖区内月河及付家河，河道沿岸十多处段面存在乱堆乱放黄土、沙石、木材、垃圾等，对水质造成污染，部分支流存在黑臭水体。
4929,,,2. 应缴未缴交警规费收入113.56万元，影响省级收入34.07万元。
4930,,,"2009年，海棠学院学费收入37,247,933.00元，按6%应计提未计提济困助学金2,234,875.98元；2010年海棠学院学费收入43,620,725.50元，按6%应提取济困助学金2,617,243.53元，实际提取2,616,044.00元，少提取1,199.53元。"
4931,,,"2009年，海棠学院学费收入37,247,933.00元，按6%应计提未计提济困助学金2,234,875.98元；2010年海棠学院学费收入43,620,725.50元，按6%应提取济困助学金2,617,243.53元，实际提取2,616,044.00元，少提取1,199.53元。"
4932,,,"1．2009年中专助学金、国家奖学金和励志奖学金等519,700元未发放，未及时发放145,500元。"
4933,,,"2．2010年国家奖助学金2,659,150元发放不及时。"
4934,,,"上述行为违反《陕西省人民政府关于建立健全普通本科高校高等职业学校和中等职业学校家庭经济困难学生资助政策体系的实施意见》（陕政发〔2007〕26号）第四条第三款“……各学校要在国有商业银行开设资助资金专户,统一管理各类资助资金，坚决杜绝截留、挤占和挪用资助资金现象”的规定。"
4935,,,"1．2010年代学生办理教材，每人按400元定额收取教材费共计2,304,800.00元，当年购入教材支出1,637,429.16元，退学生教材差价199,776元，尚有教材差价467,594.84元未退学生。"
4936,,,"2．2010年收取代办费（校服、军训服、公寓用品、体检费等）2,414,290.00元，当年代办品支出1,741,533.69元，学生保险费支出142,500元（2011年收到保险费票据入账），合计支出1,884,033.69元，多收代办费差价530,256.31元未退学生。"
4937,,,"3．2008年以前（含2008年）学生代办品收支差价累计结余532,104.36元在往来挂账，未退还学生。"
4938,,,1．未编制临时用地土地复垦方案。
4939,,,（1）2005年至2006年，物产集团收到省财政厅拨付的国有困难企业解除劳动关系和接续社会保险关系财政补助资金870.94万元，未按期足额拨付相关企业，截至2010年底，仍有31.69万元滞留未拨付，资金滞留4年。
4940,,,2．超预算、无预算支出经费574.27万元。
4941,,,3．无预算拨款90万元。
4942,,,4．租赁服务未执行政府采购程序。
4943,,,5．未执行政府采购程序自行购买劳务，虚列财政资金。
4944,,,7．滞留财政专项资金97万元。
4945,,,8．课题费报销原始资料不完整。
4946,,,（1） 省天然气公司未按招标结果与中标单位签订EPC总承包合同。
4947,,,"（2）省天然气公司与中标单位中石油设计公司西南分公司就EPC总承包合同价进行了4次协商，最终确定价为276,407.32万元，比中标价下浮26,120.57万元。"
4948,,,"4.坐支土地出让金收入3,500万元。"
4949,,,我们还审查了本期内报送给世界银行的第5号提款申请书及所附资料。
4950,,,3. 违反编制方案要求，超编制任命领导干部。
4951,,,4. 未经报批任命非公务员身份人员担任厅机关处室领导。
4952,,,"2．2013年4月9日,略阳县财政局、略阳县教体局《关于下达2013年春季农村义务教育学生营养改善计划补助资金的通知》（略财〔2013〕40号），下达春季专项资金381.60万元，延迟到2013年6月25日拨款107.26万元，2013年6月27日拨款274.34万元。"
4953,,,"审计发现，略阳县郭镇中心小学等8所学校直接将853,245元农村义务教育家庭经济困难寄宿生生活补助费以现金形式发放给学生。"
4954,,,（1）西安公司为房地产开发企业暂定资质，其开发的金旅城项目总投资30亿元，总建筑面积44.54万平方米。
4955,,,"（2）西安公司下属西安金古置业有限公司为房地产开发企业四级资质，其正在开发的陕旅集团航天总部基地项目，批复总投资5.24亿元，总建筑面积99,800平方米；拟开发的旅游豪步斯卡项目，备案批复总投资6.96亿元，总建筑面积161,718平方米。"
4956,,,（3）西安公司下属西安德海房地产开发有限公司不具备房地产开发资质，拟建的南星台商品房项目规划建筑面积14.9万平方米。
4957,,,2. 购置资产未办理政府采购手续。
4958,,,3. 内部控制制度不健全。
4959,,,"1. 基本建设项目超概算77,488,076.25元。"
4960,,,（2）无依据报销野外工作补贴10.1万元。
4961,,,6．少代扣代缴个人所得税1.82万元。
4962,,,3. 未按规定实行政府采购。
4963,,,1.  现场检查时间超过规定60天时限。
4964,,,2. 税收稽查资料提交审理时间超过规定时限。
4965,,,（1）2014年，市地税稽查局向陕西省扶贫房地产开发公司铜川分公司发出《税务稽查处理决定书》（铜稽处〔2014〕 6号），要求征收补缴地方教育附加滞纳金，但新区地税局未征收。
4966,,,（4）2014年12月，王益区地税局采购“纳税服务绩效考核系统软件”支出7.24万元，未履行政府采购手续。
4967,,,（2）违规预征税款926.05万元。
4968,,,截至2013年末，市城市投资经营集团有限公司受托代建的市委办公楼、新闻大厦等9个政府性建设项目，支出中存在将建设单位发生的考察费、施工补助、会议费等330.02万元在项目支出中列支，加大了建设项目成本。
4969,,,截至2013年末，市城市投资经营集团有限公司受托代建的市委办公楼、新闻大厦等9个政府性建设项目，支出中存在将建设单位发生的考察费、施工补助、会议费等330.02万元在项目支出中列支，加大了建设项目成本。
4970,,,2．少计固定资产2.51亿元。
4971,,,2013年元月，咸阳师范学院向教职工集资借款2149.35万元，按照年利率10%计息，用于学院建设事项。
4972,,,"咸阳师范12号学生公寓楼，超批复建设面积12,201.8平方米，超概算2593.93万元。"
4973,,,（2）财务管理平台未按期全面运行。
4974,,,（3）陕西工运学院新校区建设进展缓慢，建设资金长期闲置。
4975,,,3. 超进度拨付文化宫补助专项资金。
4976,,,1. 固定资产26.52亿元未盘点。
4977,,,（1）截至2018年末，西安石油大学在“固定资产--图书”科目下核算应作无形资产管理的软件265套，金额1207.55万元。
4978,,,3. 部分科研项目进展缓慢，未按期完成。
4979,,,4. 部分科研项目委托单位拖欠合同款198万元。
4980,,,（1）陕建十一公司2010年营业收入15.72亿元，其中:自营完成4.16亿元，利用资质联营合作项目完成11.56亿元。
4981,,,（2）陕建六公司2010年该公司完成产值17.34亿元，其中：公司自营完成产值6.92亿元，公司联营完成产值10.42亿元。
4982,,,（3）陕建四公司2010年度和其他施工企业联合经营，以自身拥有的各项资质承揽工程项目，由其他施工企业具体负责施工。
4983,,,（1）陕建十一公司未缴住房公积金348.57万元、未缴失业保险16.68万元、未缴职工基本养老保险159.05万元。
4984,,,"陕建集团2006年至2010年累计收取下属各公司分红27,060,514.65 元，其中：2006年221,250.00元、2007年36,750元、2008年3,496,897.89元、2009年3,226,080元、2010年20,079,536.76元。"
4985,,,1. 出资不到位200万元。
4986,,,"3.截至2008年末，女子监狱挂账超过3年以上“暂存款”4,477,060.74元，“暂付款”1,225,202.95元(其中：应付干警工资442,736.50元)。"
4987,,,"4.截至2008年末，安康监狱挂账超过3年以上的“暂存款”1,363,521.53元、“暂付款”10,000元。"
4988,,,"5. 截至2008年末，商州监狱挂账超过3年以上的“暂存款”1,036,588.96元，“暂付款”371,684.19元。"
4989,,,"省检察院将以前年度最高人民检查院拨来的业务补助费702,000元，在“暂存款”科目长期挂账，未做“其他收入”。"
4990,,,"1. 截至2017年底，西北有色地质勘查局717总队向非并表单位宝鸡市华仁二里河金矿有限公司累计借款305,373，494.12元，该公司2015年至2017年未支付短期借款利息16,047,621.7元。"
4991,,,2. 西北有色地质勘查局717总队投资非并表单位陕西华源矿业有限责任公司11965.4万元，持股比例36.72%。
4992,,,"西北有色地质勘查局717总队自2007年7月起对宝鸡市政府新址会议中心及酒店项目开展设计、招标、建设等工作，截至 2015年建成建筑面积52369.6平米的建国饭店，项目总投资586,713,691.46元，均为单位自筹资金。"
4993,,,"西北有色地质勘查局717总队自2007年7月起对宝鸡市政府新址会议中心及酒店项目开展设计、招标、建设等工作，截至 2015年建成建筑面积52369.6平米的建国饭店，项目总投资586,713,691.46元，均为单位自筹资金。"
4994,,,西北有色地质勘查局717总队2008年7月设立宝鸡市华鼎投资管理有限公司，主要经营矿产项目投资、高新技术服务及投资管理，注册资本4001.14万元，其中七一七总队工会出资3521万元（含西北有色地质勘查局机关工会源于本单位职工的出资360万元），占公司注册资本88%。
4995,,,西北有色地质勘查局717总队2008年7月设立宝鸡市华鼎投资管理有限公司，主要经营矿产项目投资、高新技术服务及投资管理，注册资本4001.14万元，其中七一七总队工会出资3521万元（含西北有色地质勘查局机关工会源于本单位职工的出资360万元），占公司注册资本88%。
4996,,,1. 无培训计划和审批，且报销手续不完备，涉及金额505.2万元。
4997,,,2．培训人员487人未签名。
4998,,,"（1）截至2015年末，省妇联“其他应收款”挂账206户,金额共计-212.86万元，其中：个人挂账83户，金额-145.92万元；单位挂账123户，金额-66.94万元。"
4999,,,"1. 截至2017年底，陕职院未及时发放已毕业学生奖助基金256,685元，其中：奖助学金154,025元，国家助学贷款102,660元。"
5000,,,"2. 截至2017年底，陕职院未退还已毕业学生的教材费及体检费等937,661元。"
5001,,,1. 少计车辆资产。
5002,,,2. 多计车辆资产。
5003,,,"1.  2013年至2014年，陕职院财务人员杜亚飞外出办事借款7笔，累计金额244,420元，截至2017年底长期挂账未清理。"
5004,,,"2.  2014年，陕职院闵生华办理征地等事项借款3笔，累计金额3,350,000元。"
5005,,,2．项目支出未单独核算。
5006,,,3．因公出国经费超预算支出。
5007,,,1．超标准报销培训费。
5008,,,3．2015年，市财政将以前年度结转国有土地出让收入专户计提划转教育资金、水利建设基金3581.68万元在专户挂账，未按规定解缴国库纳入预算管理。
